,content,time,author
72,I'm the human form of the 💯 emoji.,2021-08-07 08:16:40.838,456226577798135808
73,99!,2021-08-07 08:16:40.522,377787590729924608
74,I'm the human form of the 💯 emoji.,2021-08-07 08:16:33.367,456226577798135808
75,99!,2021-08-07 08:16:32.961,377787590729924608
76,happy birthday,2021-08-07 08:16:12.862,377787590729924608
77,happy birthday <@456226577798135808>,2021-08-07 08:15:09.895,377787590729924608
78,happy birthday <@!436515089441488907>,2021-08-07 08:15:05.821,377787590729924608
79,happy birthday,2021-08-07 08:14:39.569,377787590729924608
80,**Water** is effective against **Fire**,2021-08-01 16:04:59.820,456226577798135808
81,sh anigame water,2021-08-01 16:04:59.178,377787590729924608
82,Invalid command! Please run *sh help anigame*,2021-08-01 16:04:50.568,456226577798135808
83,sh anigame,2021-08-01 16:04:49.952,377787590729924608
84,sh anigame,2021-08-01 16:04:21.161,377787590729924608
85,"You didn't provide any title, <@377787590729924608>!",2021-08-01 16:04:18.355,456226577798135808
86,sh schedule,2021-08-01 16:04:17.809,377787590729924608
87,pong,2021-08-01 16:04:09.324,456226577798135808
88,sh ping,2021-08-01 16:04:08.668,377787590729924608
89,sh anigame,2021-08-01 16:03:41.890,377787590729924608
90,pong,2021-07-24 10:25:48.320,456226577798135808
91,sh ping,2021-07-24 10:25:47.957,377787590729924608
92,rpg ping,2021-07-24 10:25:39.852,377787590729924608
93,"Movie title: Thor,ragnarok",2021-07-18 20:45:59.091,456226577798135808
94,sh schedule Thor ragnarok,2021-07-18 20:45:58.773,377787590729924608
95,"Movie title: loki,jer",2021-07-18 20:43:56.350,456226577798135808
96,sh schedule loki jer,2021-07-18 20:43:56.058,377787590729924608
97,Movie title: locki,2021-07-18 20:43:47.651,456226577798135808
98,sh schedule locki,2021-07-18 20:43:47.226,377787590729924608
99,"You didn't provide any title, <@377787590729924608>!",2021-07-18 20:43:42.342,456226577798135808
100,sh schedule,2021-07-18 20:43:41.991,377787590729924608
101,pong,2021-07-18 20:43:32.643,456226577798135808
102,sh ping,2021-07-18 20:43:32.325,377787590729924608
103,Movie title: loki,2021-07-16 11:24:27.935,456226577798135808
104,sh schedule loki,2021-07-16 11:24:27.595,377787590729924608
105,Movie title: pr,2021-07-16 11:24:21.423,456226577798135808
106,sh schedule pr,2021-07-16 11:24:21.152,377787590729924608
107,"You didn't provide any title, <@377787590729924608>!",2021-07-16 11:24:18.350,456226577798135808
108,sh schedule,2021-07-16 11:24:18.021,377787590729924608
109,shping,2021-07-16 11:24:15.013,377787590729924608
110,pong,2021-07-16 11:24:11.014,456226577798135808
111,sh ping,2021-07-16 11:24:10.687,377787590729924608
112,sh ping,2021-07-16 11:24:00.394,377787590729924608
113,sh schedule hi,2021-07-16 11:23:54.042,377787590729924608
114,Movie title: he,2021-07-16 11:12:29.319,456226577798135808
115,sh schedule he,2021-07-16 11:12:29.017,377787590729924608
116,"You didn't provide any title, <@377787590729924608>!",2021-07-16 11:12:15.487,456226577798135808
117,sh schedule,2021-07-16 11:12:15.165,377787590729924608
118,Movie title: loki,2021-07-16 07:59:52.188,456226577798135808
119,sh schedule loki,2021-07-16 07:59:51.881,377787590729924608
120,"You didn't provide any arguments, <@377787590729924608>!",2021-07-16 07:59:45.495,456226577798135808
121,sh schedule,2021-07-16 07:59:45.091,377787590729924608
122,pong,2021-07-16 07:59:42.285,456226577798135808
123,sh ping,2021-07-16 07:59:41.754,377787590729924608
124,shping,2021-07-16 07:59:00.294,377787590729924608
125,sh ping,2021-07-16 07:58:55.792,377787590729924608
126,sh schedule,2021-07-16 07:58:51.366,377787590729924608
127,sh schedule r,2021-07-16 07:32:19.591,377787590729924608
128,sh schedule Despicable me,2021-07-16 07:32:10.921,377787590729924608
129,pong,2021-07-16 07:31:58.593,456226577798135808
130,sh ping,2021-07-16 07:31:58.278,377787590729924608
131,Movie title: loki,2021-07-14 15:02:12.841,456226577798135808
132,sh schedule loki,2021-07-14 15:02:12.702,377787590729924608
133,"Command name: schedule
Arguments: 87",2021-07-14 15:01:22.070,456226577798135808
134,sh schedule 87,2021-07-14 15:01:21.863,377787590729924608
135,schedule 87,2021-07-14 15:01:16.252,377787590729924608
136,"You didn't provide any arguments, <@377787590729924608>!",2021-07-14 15:01:11.235,456226577798135808
137,sh schedule,2021-07-14 15:01:10.980,377787590729924608
138,pong,2021-07-14 15:01:08.618,456226577798135808
139,sh ping,2021-07-14 15:01:08.556,377787590729924608
140,sh youtube,2021-07-14 14:46:46.225,377787590729924608
141,pong,2021-07-14 14:46:40.650,456226577798135808
142,sh ping,2021-07-14 14:46:40.498,377787590729924608
143,hh->nk,2021-07-14 09:37:59.038,377787590729924608
144,h h -> n k,2021-07-14 09:37:51.887,377787590729924608
145,https://youtube.com/,2021-07-13 15:52:55.296,456226577798135808
146,sh youtube,2021-07-13 15:52:54.955,377787590729924608
147,shping,2021-07-13 15:52:50.166,377787590729924608
148,pong,2021-07-13 15:52:48.073,456226577798135808
149,sh ping,2021-07-13 15:52:47.746,377787590729924608
150,https://youtube.com/,2021-07-13 15:51:38.843,456226577798135808
151,shping,2021-07-13 15:51:38.412,377787590729924608
152,sh ping,2021-07-13 15:51:36.933,377787590729924608
153,https://youtube.com/,2021-07-13 15:50:50.513,456226577798135808
154,sh ping,2021-07-13 15:50:50.209,377787590729924608
155,sh youtube,2021-07-13 15:50:13.031,377787590729924608
156,https://youtube.com/,2021-07-13 15:50:02.439,456226577798135808
157,sh ping,2021-07-13 15:50:02.064,377787590729924608
158,https://youtube.com/,2021-07-13 15:49:56.755,456226577798135808
159,sh ping,2021-07-13 15:49:56.280,377787590729924608
160,sh youtube,2021-07-13 15:48:56.299,377787590729924608
161,sh youtube,2021-07-13 15:48:20.138,377787590729924608
162,sh youtube,2021-07-13 15:47:40.960,377787590729924608
163,pong,2021-07-13 15:45:38.471,456226577798135808
164,sh ping,2021-07-13 15:45:38.107,377787590729924608
165,shping,2021-07-13 15:45:36.446,377787590729924608
166,sh ping,2021-07-13 15:45:15.269,377787590729924608
167,pong,2021-07-13 15:45:13.539,456226577798135808
168,shping,2021-07-13 15:45:13.210,377787590729924608
169,ping,2021-07-13 15:44:55.868,377787590729924608
170,ping,2021-07-13 15:44:55.431,377787590729924608
171,ping,2021-07-13 15:44:52.268,377787590729924608
172,,2021-07-11 10:32:15.033,456226577798135808
173,rsh me,2021-07-11 10:32:14.791,377787590729924608
174,anjing,2021-07-11 10:32:13.590,377787590729924608
175,,2021-07-11 10:31:55.394,456226577798135808
176,rsh me,2021-07-11 10:31:55.338,377787590729924608
177,rsh me,2021-07-11 10:30:20.340,377787590729924608
178,rsh me,2021-07-11 10:30:04.341,377787590729924608
179,rsh me,2021-07-11 10:25:30.096,377787590729924608
180,rsh me,2021-07-11 10:24:37.558,377787590729924608
181,rsh me,2021-07-11 10:16:56.382,377787590729924608
182,wtf,2021-07-11 10:16:50.537,377787590729924608
183,wtf,2021-07-11 09:34:42.703,377787590729924608
184,anjing,2021-07-11 09:34:39.709,377787590729924608
185,anjing,2021-07-11 09:34:33.860,377787590729924608
186,anjing,2021-07-11 09:33:44.266,377787590729924608
187,anjing,2021-07-11 09:33:39.334,377787590729924608
188,anjing,2021-07-11 09:33:35.195,377787590729924608
189,gila,2021-07-11 09:33:33.371,377787590729924608
190,rsh me,2021-07-11 09:15:18.857,377787590729924608
191,rsh me,2021-07-11 09:14:53.999,377787590729924608
192,,2021-07-11 09:03:08.691,456226577798135808
193,rsh me,2021-07-11 09:03:08.367,377787590729924608
194,,2021-07-11 09:02:48.176,456226577798135808
195,rsh me,2021-07-11 09:02:48.002,377787590729924608
196,rsh me,2021-07-11 08:58:32.985,377787590729924608
197,rsh me,2021-07-11 08:57:26.456,377787590729924608
198,rsh me,2021-07-11 08:56:30.260,377787590729924608
199,rsh me,2021-07-11 08:55:40.969,377787590729924608
200,rsh me,2021-07-11 08:54:58.276,377787590729924608
201,rsh me,2021-07-11 08:49:02.487,377787590729924608
202,rsh me,2021-07-11 08:48:32.301,377787590729924608
203,rsh me,2021-07-11 08:47:34.671,377787590729924608
204,rsh me,2021-07-11 08:46:54.568,377787590729924608
205,rsh me,2021-07-11 08:46:11.916,377787590729924608
206,rsh me,2021-07-11 08:41:26.807,377787590729924608
207,rsh me,2021-07-11 08:09:59.449,377787590729924608
208,rsh me,2021-07-11 08:09:28.518,377787590729924608
209,rsh me,2021-07-11 08:05:43.960,377787590729924608
210,rsh me,2021-07-11 08:05:00.978,377787590729924608
211,wtf,2021-07-11 07:44:58.121,377787590729924608
212,iya anjir,2021-07-11 07:44:56.713,377787590729924608
213,anjir,2021-07-11 07:44:55.214,377787590729924608
214,gila,2021-07-11 07:44:53.241,377787590729924608
215,jeco,2021-07-11 07:42:41.837,377787590729924608
216,jeco,2021-07-11 07:42:41.275,377787590729924608
217,jeco,2021-07-11 07:42:40.647,377787590729924608
218,jeco,2021-07-11 07:42:39.573,377787590729924608
219,jeco,2021-07-10 20:49:47.891,377787590729924608
220,jeco,2021-07-10 20:49:46.627,377787590729924608
221,jeco,2021-07-10 20:49:40.870,377787590729924608
222,jeco,2021-07-10 20:49:17.893,377787590729924608
223,jeco,2021-07-10 20:49:16.564,377787590729924608
224,jeco,2021-07-10 20:49:14.703,377787590729924608
225,<@!377787590729924608>,2021-07-10 20:48:41.184,377787590729924608
226,\@377787590729924608,2021-07-10 20:48:09.619,377787590729924608
227,@<377787590729924608>,2021-07-10 20:47:39.243,377787590729924608
228,@377787590729924608,2021-07-10 20:47:35.262,377787590729924608
229,jeco,2021-07-10 20:47:20.700,377787590729924608
230,jeco,2021-07-10 20:47:20.276,377787590729924608
231,jeco,2021-07-10 20:47:18.919,377787590729924608
232,jeco,2021-07-10 20:47:14.420,377787590729924608
233,jeco,2021-07-10 20:07:38.273,377787590729924608
234,jeco,2021-07-10 20:07:37.641,377787590729924608
235,jeco,2021-07-10 20:07:36.685,377787590729924608
236,jeco,2021-07-10 20:07:34.758,377787590729924608
237,jeco,2021-07-10 20:07:32.170,377787590729924608
238,jeco,2021-07-10 20:07:30.499,377787590729924608
239,jeco,2021-07-10 19:49:09.629,377787590729924608
240,jeco,2021-07-10 19:48:42.981,377787590729924608
241,jeco,2021-07-10 19:48:27.361,377787590729924608
242,jeco,2021-07-10 19:19:23.425,377787590729924608
243,jeco,2021-07-10 19:19:11.112,377787590729924608
244,jeco,2021-07-10 19:18:32.162,377787590729924608
245,jeco,2021-07-10 19:18:14.274,377787590729924608
246,jeco,2021-07-10 19:10:24.679,377787590729924608
247,jeco,2021-07-10 19:10:19.518,377787590729924608
248,jeco,2021-07-10 18:41:53.007,377787590729924608
249,jeco,2021-07-10 18:41:44.581,377787590729924608
250,jeco,2021-07-10 18:41:40.826,377787590729924608
251,res,2021-07-10 18:41:39.747,377787590729924608
252,jeco,2021-07-10 18:27:07.062,377787590729924608
253,jeco,2021-07-10 17:41:35.671,377787590729924608
254,jeco,2021-07-10 16:47:35.710,377787590729924608
255,jeco,2021-07-10 16:47:15.563,377787590729924608
256,jeco,2021-07-10 15:04:12.531,377787590729924608
257,re,2021-07-10 15:04:11.787,377787590729924608
258,jeco,2021-07-10 15:01:52.021,377787590729924608
259,jeco,2021-07-10 14:29:06.944,377787590729924608
260,no,2021-07-10 14:28:31.227,377787590729924608
261,jeco,2021-07-10 14:28:22.531,377787590729924608
262,jeco,2021-07-10 13:59:10.839,377787590729924608
263,res,2021-07-10 13:59:09.340,377787590729924608
264,jeco,2021-07-10 12:47:26.682,377787590729924608
265,res,2021-07-10 12:47:20.802,377787590729924608
266,jeco,2021-07-10 12:35:02.553,377787590729924608
267,nice,2021-07-10 12:35:01.875,377787590729924608
268,ri,2021-07-10 12:35:00.625,377787590729924608
269,ri,2021-07-10 12:34:59.468,377787590729924608
270,jeco,2021-07-10 12:34:57.831,377787590729924608
271,no,2021-07-10 12:34:56.761,377787590729924608
272,jiah,2021-07-10 12:34:42.108,377787590729924608
273,no,2021-07-10 12:34:40.730,377787590729924608
274,no,2021-07-10 12:34:39.487,377787590729924608
275,jeco,2021-07-10 12:34:37.816,377787590729924608
276,no,2021-07-10 12:34:34.113,377787590729924608
277,no,2021-07-10 12:33:01.354,377787590729924608
278,no,2021-07-10 12:33:00.092,377787590729924608
279,jeco,2021-07-10 12:32:59.296,377787590729924608
280,no,2021-07-10 12:32:57.478,377787590729924608
281,no,2021-07-10 12:32:49.069,377787590729924608
282,jeco,2021-07-10 12:32:43.337,377787590729924608
283,jeco,2021-07-10 12:31:39.709,377787590729924608
284,jeco,2021-07-10 12:19:13.687,377787590729924608
285,anjing,2021-07-10 12:17:25.155,377787590729924608
286,y,2021-07-10 12:17:22.930,377787590729924608
287,anjir,2021-07-10 12:16:29.030,377787590729924608
288,anjing,2021-07-10 12:16:20.632,377787590729924608
289,cool,2021-07-10 12:16:19.373,377787590729924608
290,res,2021-07-10 12:16:14.398,377787590729924608
291,res,2021-07-10 12:16:07.879,377787590729924608
292,anjing,2021-07-10 12:13:15.235,377787590729924608
293,anjing,2021-07-10 12:12:44.818,377787590729924608
294,test,2021-07-10 12:12:42.655,377787590729924608
295,anjing,2021-07-10 12:11:55.310,377787590729924608
296,helo,2021-07-10 12:11:51.658,377787590729924608
297,anjing,2021-07-10 12:00:58.189,377787590729924608
298,shit,2021-07-10 12:00:01.610,377787590729924608
299,fuck,2021-07-10 11:59:50.410,377787590729924608
300,fuck this shit,2021-07-10 08:20:52.393,377787590729924608
301,anjing lu,2021-07-10 07:51:31.291,377787590729924608
302,anjing,2021-07-10 07:51:30.000,377787590729924608
303,anjirr,2021-07-10 07:51:27.144,377787590729924608
304,anjir,2021-07-10 07:51:25.037,377787590729924608
305,anjirr,2021-07-10 07:50:33.639,377787590729924608
306,ea anjir,2021-07-10 07:50:26.458,377787590729924608
307,anjir,2021-07-10 07:50:20.393,377787590729924608
308,anjir bgt,2021-07-10 07:50:16.218,377787590729924608
309,anjir,2021-07-10 07:50:12.988,377787590729924608
310,fuck me,2021-07-10 07:21:53.492,377787590729924608
311,fuck,2021-07-10 07:21:51.113,377787590729924608
312,anjir,2021-07-10 07:21:48.276,377787590729924608
313,anjing banget,2021-07-10 07:21:44.913,377787590729924608
314,anjing,2021-07-10 07:21:40.304,377787590729924608
315,"<@377787590729924608>, https://cdn.discordapp.com/avatars/377787590729924608/a_c8a6e3d6891f71b099bfe95665c7949e.webp",2021-07-10 07:00:31.250,456226577798135808
316,what is my avatar,2021-07-10 07:00:31.030,377787590729924608
317,"<@377787590729924608>, https://cdn.discordapp.com/avatars/377787590729924608/a_c8a6e3d6891f71b099bfe95665c7949e.webp",2021-07-10 06:55:14.135,456226577798135808
318,what is my avatar,2021-07-10 06:55:13.909,377787590729924608
319,"<@377787590729924608>, https://cdn.discordapp.com/avatars/377787590729924608/a_c8a6e3d6891f71b099bfe95665c7949e.webp",2021-07-09 06:53:35.707,456226577798135808
320,what is my avatar,2021-07-09 06:53:35.526,377787590729924608
321,"'use strict';

/**
 * Send a user a link to their avatar
 */

// Import the discord.js module
const Discord = require('discord.js');

// Create an instance of a Discord client
const client = new Discord.Client();

/**
 * The ready event is vital, it means that only _after_ this will your bot start reacting to information
 * received from Discord
 */
client.on('ready', () => {
  console.log('I am ready!');
});

// Create an event listener for messages
client.on('message', message => {
  // If the message is ""what is my avatar""
  if (message.content === 'what is my avatar') {
    // Send the user's avatar URL
    message.reply(message.author.displayAvatarURL());
  }
});",2021-07-09 06:53:32.149,377787590729924608
322,what is my avatar,2021-07-09 06:53:07.452,377787590729924608
323,what is my avatar,2021-07-09 06:52:49.539,377787590729924608
324,what is my avatar,2021-07-09 06:52:04.833,377787590729924608
325,"<@377787590729924608>, pong",2021-07-08 20:09:29.224,456226577798135808
326,ping,2021-07-08 20:09:29.018,377787590729924608
327,"<@377787590729924608>, pong",2021-07-08 14:01:47.152,456226577798135808
328,ping,2021-07-08 14:01:46.949,377787590729924608
329,ping,2021-07-08 14:01:02.287,377787590729924608
330,"<@377787590729924608>, pong",2021-07-08 04:33:23.212,456226577798135808
331,ping,2021-07-08 04:33:22.947,377787590729924608
332,:white_check_mark: The bot has turned the **all** counter to the channel **861690547030196254**.,2021-07-06 05:43:16.419,458276816071950337
333,yes,2021-07-06 05:43:16.170,377787590729924608
334,:hash: Do you want to delete the current channel for the all counter (this can't be undone)? **`yes`** or **`no`**,2021-07-06 05:43:11.447,458276816071950337
335,#861690547030196254,2021-07-06 05:43:11.382,377787590729924608
336,":information_source: current set channel: `861843531031117834`
:hash: Which channel do you want to change it to (**don't use the channel name, use the ID or mention it with #**)? you can type **`cancel`** to cancel the command.",2021-07-06 05:43:09.445,458276816071950337
337,s/counter change all,2021-07-06 05:43:09.275,377787590729924608
338,#861690547030196254,2021-07-06 05:42:58.979,377787590729924608
339,:warning: The channel `📣╏total-member: 1` is already in use by the `members` counter.,2021-07-06 05:42:48.669,458276816071950337
340,#861843534595883008,2021-07-06 05:42:48.370,377787590729924608
341,":warning: Can't set the same channel, please try again.",2021-07-06 05:42:41.771,458276816071950337
342,#861843531031117834,2021-07-06 05:42:41.625,377787590729924608
343,":information_source: current set channel: `861843531031117834`
:hash: Which channel do you want to change it to (**don't use the channel name, use the ID or mention it with #**)? you can type **`cancel`** to cancel the command.",2021-07-06 05:42:39.545,458276816071950337
344,s/counter change all,2021-07-06 05:42:39.409,377787590729924608
345,":warning: You didn't provide an existing action (you can use `create`, `change`, `delete` or `update`).",2021-07-06 05:42:32.072,458276816071950337
346,s/counter all change,2021-07-06 05:42:31.903,377787590729924608
347,":x: Counter change canceled, you didn't respond in time.",2021-07-06 05:41:16.004,458276816071950337
348,":warning: Channel doesn't exist, please try again.",2021-07-06 05:40:45.949,458276816071950337
349,📣╏total-member: 4,2021-07-06 05:40:45.898,377787590729924608
350,":information_source: current set channel: `861843531031117834`
:hash: Which channel do you want to change it to (**don't use the channel name, use the ID or mention it with #**)? you can type **`cancel`** to cancel the command.",2021-07-06 05:40:32.419,458276816071950337
351,s/counter change all,2021-07-06 05:40:32.259,377787590729924608
352,":warning: You didn't provide an existing action (you can use `create`, `change`, `delete` or `update`).",2021-07-06 05:40:23.575,458276816071950337
353,s/counter all change,2021-07-06 05:40:23.361,377787590729924608
354,":warning: You didn't provide an existing action (you can use `create`, `change`, `delete` or `update`).",2021-07-06 05:40:16.038,458276816071950337
355,s/counter all,2021-07-06 05:40:15.878,377787590729924608
356,,2021-07-06 05:40:01.375,458276816071950337
357,s/counter,2021-07-06 05:40:01.209,377787590729924608
358,":white_check_mark: The **setup** has been completed and will now **automatically update the counters every 10 minutes**, do `s/counter` to see a full list of available counters.",2021-07-06 05:38:34.719,458276816071950337
359,":repeat: The **setup** has been started and will take a couple of seconds to finish, so please wait a moment.",2021-07-06 05:38:29.120,458276816071950337
360,voice,2021-07-06 05:38:28.765,377787590729924608
361,":hash: Which type of channel do you want to use for the counters (**pick one**)? **`voice`**, **`text`**, **`announcement`**, **`stage`** or type **`cancel`** to cancel the command.",2021-07-06 05:38:23.953,458276816071950337
362,s/setup,2021-07-06 05:38:23.780,377787590729924608
363,,2021-07-06 05:38:20.711,458276816071950337
364,s/help,2021-07-06 05:38:20.646,377787590729924608
